,lexeme,syriac,glosses,etymologies,root,words,category,kaylo,origin_lang,origin_lang_word
224,"{'id': 251, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/251.json'}",ܐܦܝܣܩܘܦܐ,"{'English': ['bishop', 'overseer', 'bishop.']}",{'Greek': ['ἐπίσκοπος']},"{'id': 188, 'uri': 'https://sedra.bethmardutho.org/api/root/188.json'}","[{'id': 50760, 'uri': 'https://sedra.bethmardutho.org/api/word/50760.json'}, {'id': 1782, 'uri': 'https://sedra.bethmardutho.org/api/word/1782.json'}, {'id': 1781, 'uri': 'https://sedra.bethmardutho.org/api/word/1781.json'}]",noun,,Greek,ἐπίσκοπος
231,"{'id': 259, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/259.json'}",ܐܦܣܢܬܝܘܢ,{'English': ['wormwood']},{'Greek': ['ἄψινθος']},"{'id': 195, 'uri': 'https://sedra.bethmardutho.org/api/root/195.json'}","[{'id': 50793, 'uri': 'https://sedra.bethmardutho.org/api/word/50793.json'}, {'id': 1802, 'uri': 'https://sedra.bethmardutho.org/api/word/1802.json'}, {'id': 1803, 'uri': 'https://sedra.bethmardutho.org/api/word/1803.json'}, {'id': 1804, 'uri': 'https://sedra.bethmardutho.org/api/word/1804.json'}]",noun,,Greek,ἄψινθος
247,"{'id': 277, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/277.json'}",ܐܪܕܟܠܐ,"{'Arabic': ['مهندس'], 'French': ['architecte'], 'English': ['master-builder', 'architect']}",{'Akkadian': ['arad ekalli']},"{'id': 204, 'uri': 'https://sedra.bethmardutho.org/api/root/204.json'}","[{'id': 1871, 'uri': 'https://sedra.bethmardutho.org/api/word/1871.json'}]",noun,,Akkadian,arad ekalli
256,"{'id': 286, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/286.json'}",ܐܪܟܐ,{'English': ['principality']},{'Greek': ['ἀρχή']},"{'id': 211, 'uri': 'https://sedra.bethmardutho.org/api/root/211.json'}","[{'id': 1900, 'uri': 'https://sedra.bethmardutho.org/api/word/1900.json'}, {'id': 1897, 'uri': 'https://sedra.bethmardutho.org/api/word/1897.json'}, {'id': 1898, 'uri': 'https://sedra.bethmardutho.org/api/word/1898.json'}, {'id': 1899, 'uri': 'https://sedra.bethmardutho.org/api/word/1899.json'}]",noun,,Greek,ἀρχή
257,"{'id': 287, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/287.json'}",ܐܪܟܘܢܐ,"{'English': ['ruler', 'magistrate', 'captain', 'ruler, governor.']}",{'Greek': ['ἄρχων']},"{'id': 211, 'uri': 'https://sedra.bethmardutho.org/api/root/211.json'}","[{'id': 1903, 'uri': 'https://sedra.bethmardutho.org/api/word/1903.json'}, {'id': 1904, 'uri': 'https://sedra.bethmardutho.org/api/word/1904.json'}, {'id': 1901, 'uri': 'https://sedra.bethmardutho.org/api/word/1901.json'}, {'id': 1902, 'uri': 'https://sedra.bethmardutho.org/api/word/1902.json'}, {'id': 1905, 'uri': 'https://sedra.bethmardutho.org/api/word/1905.json'}, {'id': 1906, 'uri': 'https://sedra.bethmardutho.org/api/word/1906.json'}, {'id': 1907, 'uri': 'https://sedra.bethmardutho.org/api/word/1907.json'}]",noun,,Greek,ἄρχων
266,"{'id': 296, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/296.json'}",ܐܪܡܢܘܢ,"{'Arabic': ['أدوات (مركب)', 'صار', 'شراع', 'دفة (مركب)'], 'French': ['agrès', 'mât', 'voile', 'gouvernail'], 'English': ['foresail', 'tackle', 'sail, ship’s tackle.']}",{'Greek': ['ἄρμενον']},"{'id': 218, 'uri': 'https://sedra.bethmardutho.org/api/root/218.json'}","[{'id': 1935, 'uri': 'https://sedra.bethmardutho.org/api/word/1935.json'}, {'id': 42484, 'uri': 'https://sedra.bethmardutho.org/api/word/42484.json'}, {'id': 1936, 'uri': 'https://sedra.bethmardutho.org/api/word/1936.json'}]",noun,,Greek,ἄρμενον
279,"{'id': 309, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/309.json'}",ܐܫܬܐ,"{'Arabic': ['حمى'], 'French': ['fièvre'], 'English': ['fever', 'fever.']}",{'Hebrew': ['אֶשָּׁא']},"{'id': 229, 'uri': 'https://sedra.bethmardutho.org/api/root/229.json'}","[{'id': 2000, 'uri': 'https://sedra.bethmardutho.org/api/word/2000.json'}, {'id': 2002, 'uri': 'https://sedra.bethmardutho.org/api/word/2002.json'}, {'id': 1999, 'uri': 'https://sedra.bethmardutho.org/api/word/1999.json'}, {'id': 2001, 'uri': 'https://sedra.bethmardutho.org/api/word/2001.json'}]",noun,,Hebrew,אֶשָּׁא
320,"{'id': 357, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/357.json'}",ܒܘܪܣܝܐ,"{'Arabic': ['دباغ'], 'French': ['corroyeur'], 'English': ['tanner', 'tanner.']}",{'Greek': ['βυρσεύς']},"{'id': 255, 'uri': 'https://sedra.bethmardutho.org/api/root/255.json'}","[{'id': 2470, 'uri': 'https://sedra.bethmardutho.org/api/word/2470.json'}, {'id': 52292, 'uri': 'https://sedra.bethmardutho.org/api/word/52292.json'}]",noun,,Greek,βυρσεύς
379,"{'id': 424, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/424.json'}",ܒܣܬܪܐ,"{'English': ['back', 'behind']}",{'Persian': ['پس']},,,noun,,Persian,پس
508,"{'id': 557, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/557.json'}",ܓܚܟ,"{'English': ['laugh', 'Ip to be laughed at', 'IIa to deride', 'IIp.', ', <span class=""selectableFont"">ܓܚܶܟ</span> fut. <span class=""selectableFont"">ܢܶܓܚܰܟ</span>, Ia to laugh']}",{'Greek': ['ἐμπέπαιχα']},"{'id': 366, 'uri': 'https://sedra.bethmardutho.org/api/root/366.json'}","[{'id': 3676, 'uri': 'https://sedra.bethmardutho.org/api/word/3676.json'}, {'id': 53063, 'uri': 'https://sedra.bethmardutho.org/api/word/53063.json'}, {'id': 23751, 'uri': 'https://sedra.bethmardutho.org/api/word/23751.json'}, {'id': 23752, 'uri': 'https://sedra.bethmardutho.org/api/word/23752.json'}, {'id': 23753, 'uri': 'https://sedra.bethmardutho.org/api/word/23753.json'}, {'id': 23754, 'uri': 'https://sedra.bethmardutho.org/api/word/23754.json'}, {'id': 3672, 'uri': 'https://sedra.bethmardutho.org/api/word/3672.json'}, {'id': 3677, 'uri': 'https://sedra.bethmardutho.org/api/word/3677.json'}, {'id': 23749, 'uri': 'https://sedra.bethmardutho.org/api/word/23749.json'}, {'id': 23750, 'uri': 'https://sedra.bethmardutho.org/api/word/23750.json'}, {'id': 3673, 'uri': 'https://sedra.bethmardutho.org/api/word/3673.json'}, {'id': 3674, 'uri': 'https://sedra.bethmardutho.org/api/word/3674.json'}, {'id': 3675, 'uri': 'https://sedra.bethmardutho.org/api/word/3675.json'}]",verb,,Greek,ἐμπέπαιχα
511,"{'id': 560, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/560.json'}",ܓܝܪ,"{'English': ['for', 'for, indeed.']}",{'Greek': ['γάρ']},"{'id': 369, 'uri': 'https://sedra.bethmardutho.org/api/root/369.json'}","[{'id': 53112, 'uri': 'https://sedra.bethmardutho.org/api/word/53112.json'}, {'id': 3684, 'uri': 'https://sedra.bethmardutho.org/api/word/3684.json'}]",particle,,Greek,γάρ
528,"{'id': 578, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/578.json'}",ܓܠܘܣܩܡܐ,"{'Arabic': ['صندوق', 'بيت ذخائر'], 'French': ['cassette , coffre', 'reliquaire'], 'English': ['bag', 'box', 'chest', 'box, case, reliquary, coffin.']}",{'Greek': ['γλωσσόκομον']},"{'id': 375, 'uri': 'https://sedra.bethmardutho.org/api/root/375.json'}","[{'id': 3778, 'uri': 'https://sedra.bethmardutho.org/api/word/3778.json'}, {'id': 3776, 'uri': 'https://sedra.bethmardutho.org/api/word/3776.json'}, {'id': 3777, 'uri': 'https://sedra.bethmardutho.org/api/word/3777.json'}]",noun,,Greek,γλωσσόκομον
554,"{'id': 607, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/607.json'}",ܓܢܣܐ,"{'English': ['kind', 'offspring', 'Gram. gender', 'species, kind', 'family, race', '<span class=""selectableFont"">ܓܢܶܣ ܓܢܶܣ</span> various.']}",{'Greek': ['γένος']},"{'id': 389, 'uri': 'https://sedra.bethmardutho.org/api/root/389.json'}","[{'id': 42306, 'uri': 'https://sedra.bethmardutho.org/api/word/42306.json'}, {'id': 3911, 'uri': 'https://sedra.bethmardutho.org/api/word/3911.json'}, {'id': 42302, 'uri': 'https://sedra.bethmardutho.org/api/word/42302.json'}, {'id': 3910, 'uri': 'https://sedra.bethmardutho.org/api/word/3910.json'}, {'id': 3909, 'uri': 'https://sedra.bethmardutho.org/api/word/3909.json'}]",noun,,Greek,γένος
607,"{'id': 669, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/669.json'}",ܕܘܡܣܐ,"{'Arabic': ['أساس', 'دمص', 'عمود'], 'French': ['fondement', 'assise ( de pierres)', 'pilier'], 'English': ['building', 'foundation.', 'building, house']}",{'Greek': ['δόμος']},"{'id': 425, 'uri': 'https://sedra.bethmardutho.org/api/root/425.json'}","[{'id': 4222, 'uri': 'https://sedra.bethmardutho.org/api/word/4222.json'}, {'id': 4221, 'uri': 'https://sedra.bethmardutho.org/api/word/4221.json'}]",noun,,Greek,δόμος
631,"{'id': 696, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/696.json'}",ܕܝܢܪܐ,"{'Arabic': ['درهم'], 'French': ['denier'], 'English': ['denarius', 'denarius, dinar.']}",{'Greek': ['δηνάριον']},"{'id': 442, 'uri': 'https://sedra.bethmardutho.org/api/root/442.json'}","[{'id': 4500, 'uri': 'https://sedra.bethmardutho.org/api/word/4500.json'}, {'id': 4501, 'uri': 'https://sedra.bethmardutho.org/api/word/4501.json'}, {'id': 4502, 'uri': 'https://sedra.bethmardutho.org/api/word/4502.json'}, {'id': 4503, 'uri': 'https://sedra.bethmardutho.org/api/word/4503.json'}, {'id': 4498, 'uri': 'https://sedra.bethmardutho.org/api/word/4498.json'}, {'id': 4499, 'uri': 'https://sedra.bethmardutho.org/api/word/4499.json'}]",noun,,Greek,δηνάριον
702,"{'id': 777, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/777.json'}",ܗܕܝܘܛܐ,"{'English': ['foolish, stupid.', 'vulgar', 'ignorant', 'plebeian', 'simple, inexperienced, unskilled', 'ignorant']}",{'Greek': ['ἰδιώτης']},"{'id': 489, 'uri': 'https://sedra.bethmardutho.org/api/root/489.json'}","[{'id': 4932, 'uri': 'https://sedra.bethmardutho.org/api/word/4932.json'}, {'id': 4933, 'uri': 'https://sedra.bethmardutho.org/api/word/4933.json'}, {'id': 4931, 'uri': 'https://sedra.bethmardutho.org/api/word/4931.json'}, {'id': 4934, 'uri': 'https://sedra.bethmardutho.org/api/word/4934.json'}]",adjective,,Greek,ἰδιώτης
718,"{'id': 795, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/795.json'}",ܗܠܠܘܝܐ,{'English': ['Hallelujah']},{'Hebrew': ['הַלְּלוּיָהּ']},"{'id': 505, 'uri': 'https://sedra.bethmardutho.org/api/root/505.json'}","[{'id': 5160, 'uri': 'https://sedra.bethmardutho.org/api/word/5160.json'}]",particle,paʿʿel,Hebrew,הַלְּלוּיָהּ
729,"{'id': 809, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/809.json'}",ܗܘܦܪܟܝܐ,"{'Arabic': ['ولاية', 'أبرشية ميتروبوليتية'], 'French': ['préfecture', 'diocèse métropolitain'], 'English': ['province', 'province', 'diocese.']}",{'Greek': ['ἐπαρχία']},"{'id': 513, 'uri': 'https://sedra.bethmardutho.org/api/root/513.json'}","[{'id': 5304, 'uri': 'https://sedra.bethmardutho.org/api/word/5304.json'}]",noun,,Greek,ἐπαρχία
738,"{'id': 818, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/818.json'}",ܗܪܘܡܐ,"{'English': ['spice', 'sweet spice.']}",{'Greek': ['ἄρωμα']},"{'id': 520, 'uri': 'https://sedra.bethmardutho.org/api/root/520.json'}","[{'id': 5335, 'uri': 'https://sedra.bethmardutho.org/api/word/5335.json'}, {'id': 22784, 'uri': 'https://sedra.bethmardutho.org/api/word/22784.json'}]",noun,,Greek,ἄρωμα
744,"{'id': 825, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/825.json'}",ܗܪܣܝܣ,"{'English': ['heresy', 'sect', 'heresy.']}",{'Greek': ['αἵρεσις']},"{'id': 526, 'uri': 'https://sedra.bethmardutho.org/api/root/526.json'}","[{'id': 5350, 'uri': 'https://sedra.bethmardutho.org/api/word/5350.json'}, {'id': 29332, 'uri': 'https://sedra.bethmardutho.org/api/word/29332.json'}]",noun,,Greek,αἵρεσις
772,"{'id': 859, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/859.json'}",ܙܘܓ,"{'English': ['join together', 'marry', 'unite']}",{'Greek': ['ζεῦγος']},"{'id': 547, 'uri': 'https://sedra.bethmardutho.org/api/root/547.json'}","[{'id': 5595, 'uri': 'https://sedra.bethmardutho.org/api/word/5595.json'}, {'id': 5599, 'uri': 'https://sedra.bethmardutho.org/api/word/5599.json'}, {'id': 5597, 'uri': 'https://sedra.bethmardutho.org/api/word/5597.json'}, {'id': 5598, 'uri': 'https://sedra.bethmardutho.org/api/word/5598.json'}, {'id': 5600, 'uri': 'https://sedra.bethmardutho.org/api/word/5600.json'}, {'id': 29331, 'uri': 'https://sedra.bethmardutho.org/api/word/29331.json'}, {'id': 5596, 'uri': 'https://sedra.bethmardutho.org/api/word/5596.json'}]",denominative,,Greek,ζεῦγος
773,"{'id': 860, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/860.json'}",ܙܘܓܐ,"{'Arabic': ['نير', 'زوج, شفع', 'عجلة يجرها حصانان'], 'French': ['joug', 'paire, couple', 'charbige'], 'English': ['yoke', 'pair', 'couple', 'yoke, couple, pair', 'change of clothes', 'with <span class=""selectableFont"">ܒܰܪܬ</span>/<span class=""selectableFont"">ܒܰܪ</span> associate, companion, husband/wife.']}",{'Greek': ['ζυγόν']},"{'id': 547, 'uri': 'https://sedra.bethmardutho.org/api/root/547.json'}","[{'id': 5601, 'uri': 'https://sedra.bethmardutho.org/api/word/5601.json'}, {'id': 5602, 'uri': 'https://sedra.bethmardutho.org/api/word/5602.json'}, {'id': 5603, 'uri': 'https://sedra.bethmardutho.org/api/word/5603.json'}]",noun,pʿal,Greek,ζυγόν
784,"{'id': 873, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/873.json'}",ܙܛܡܐ,"{'Arabic': ['لوم', 'سقطة, نقيصة', 'سؤال'], 'French': ['blâme', 'faute, défaut', 'question'], 'English': ['investigation', 'inquiry']}",{'Greek': ['ζήτημα']},"{'id': 556, 'uri': 'https://sedra.bethmardutho.org/api/root/556.json'}","[{'id': 5657, 'uri': 'https://sedra.bethmardutho.org/api/word/5657.json'}, {'id': 5678, 'uri': 'https://sedra.bethmardutho.org/api/word/5678.json'}]",noun,,Greek,ζήτημα
803,"{'id': 896, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/896.json'}",ܙܡܪܓܕܐ,"{'Arabic': ['\xa0'], 'French': ['\xa0'], 'English': ['emerald', 'emerald.']}",{'Greek': ['σμάραγδος']},"{'id': 570, 'uri': 'https://sedra.bethmardutho.org/api/root/570.json'}","[{'id': 5786, 'uri': 'https://sedra.bethmardutho.org/api/word/5786.json'}, {'id': 5787, 'uri': 'https://sedra.bethmardutho.org/api/word/5787.json'}, {'id': 5785, 'uri': 'https://sedra.bethmardutho.org/api/word/5785.json'}]",noun,,Greek,σμάραγδος
1090,"{'id': 1215, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/1215.json'}",ܛܘܦܢܕܝܘܢ,{'English': ['topaz']},{'Greek': ['τόπαζος']},"{'id': 714, 'uri': 'https://sedra.bethmardutho.org/api/root/714.json'}","[{'id': 8020, 'uri': 'https://sedra.bethmardutho.org/api/word/8020.json'}]",noun,,Greek,τόπαζος
1091,"{'id': 1217, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/1217.json'}",ܛܘܦܣܐ,"{'English': ['type', 'example', 'type, model, figure, example, likeness', 'Gram. form.', 'regulation, order', 'metaphor']}",{'Greek': ['τύπος']},"{'id': 716, 'uri': 'https://sedra.bethmardutho.org/api/root/716.json'}","[{'id': 8023, 'uri': 'https://sedra.bethmardutho.org/api/word/8023.json'}, {'id': 8022, 'uri': 'https://sedra.bethmardutho.org/api/word/8022.json'}, {'id': 23870, 'uri': 'https://sedra.bethmardutho.org/api/word/23870.json'}]",noun,,Greek,τύπος
1103,"{'id': 1231, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/1231.json'}",ܛܟ,"{'Arabic': ['يمكن'], 'French': ['peut-être'], 'English': ['perhaps', 'peradventure']}",{'Greek': ['τάχα']},"{'id': 730, 'uri': 'https://sedra.bethmardutho.org/api/root/730.json'}","[{'id': 8071, 'uri': 'https://sedra.bethmardutho.org/api/word/8071.json'}]",particle,,Greek,τάχα
1104,"{'id': 1233, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/1233.json'}",ܛܟܣܐ,"{'Arabic': ['أمر', 'درجة, رتبة', 'قاعدة', 'طقس', 'ثوب, عدة', 'شرذمة, حاشية, حراس'], 'French': ['ordre', 'degré, dignité', 'règle', 'rite', 'vêtement, équipement', 'troupe, suite, gardes'], 'English': ['order', 'arrangement', 'rite', 'equipment, apparatus', 'rule, regulation', 'Kth. <span class=""selectableFont"">ܛܰܟܣܳܐ</span> system.', '(and <span class=""selectableFont"">ܛܰܟܣܳܐ</span>) rank, order, series']}",{'Greek': ['τάξις']},"{'id': 731, 'uri': 'https://sedra.bethmardutho.org/api/root/731.json'}","[{'id': 8076, 'uri': 'https://sedra.bethmardutho.org/api/word/8076.json'}, {'id': 8078, 'uri': 'https://sedra.bethmardutho.org/api/word/8078.json'}, {'id': 8075, 'uri': 'https://sedra.bethmardutho.org/api/word/8075.json'}, {'id': 8077, 'uri': 'https://sedra.bethmardutho.org/api/word/8077.json'}]",noun,pʿal,Greek,τάξις
1105,"{'id': 1234, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/1234.json'}",ܡܛܟܣܘܬܐ,"{'Arabic': ['نظام, قاعدة', 'طبقة, مرتبة'], 'French': ['ordre, règle', 'classe, hiérarchie'], 'English': ['orderliness', 'arrangement, orderliness', 'order, class', 'construction, style.']}",{'Greek': ['τάξις']},"{'id': 731, 'uri': 'https://sedra.bethmardutho.org/api/root/731.json'}","[{'id': 8079, 'uri': 'https://sedra.bethmardutho.org/api/word/8079.json'}, {'id': 8080, 'uri': 'https://sedra.bethmardutho.org/api/word/8080.json'}]",noun,paʿʿel,Greek,τάξις
1237,"{'id': 1379, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/1379.json'}",ܝܘܠܦܢܐ,"{'Arabic': ['مذهب, علم', 'ديانة', 'بدعة'], 'French': ['doctrine, science, discipline', 'réligion', 'secte'], 'English': ['teaching', 'instruction', 'doctrine', 'learning, instruction, study', 'teaching, doctrine.']}",{'Greek': ['doctrina']},"{'id': 822, 'uri': 'https://sedra.bethmardutho.org/api/root/822.json'}","[{'id': 9098, 'uri': 'https://sedra.bethmardutho.org/api/word/9098.json'}, {'id': 9099, 'uri': 'https://sedra.bethmardutho.org/api/word/9099.json'}, {'id': 9100, 'uri': 'https://sedra.bethmardutho.org/api/word/9100.json'}, {'id': 9084, 'uri': 'https://sedra.bethmardutho.org/api/word/9084.json'}, {'id': 9090, 'uri': 'https://sedra.bethmardutho.org/api/word/9090.json'}, {'id': 9094, 'uri': 'https://sedra.bethmardutho.org/api/word/9094.json'}, {'id': 9091, 'uri': 'https://sedra.bethmardutho.org/api/word/9091.json'}, {'id': 9083, 'uri': 'https://sedra.bethmardutho.org/api/word/9083.json'}, {'id': 9085, 'uri': 'https://sedra.bethmardutho.org/api/word/9085.json'}, {'id': 9086, 'uri': 'https://sedra.bethmardutho.org/api/word/9086.json'}, {'id': 9087, 'uri': 'https://sedra.bethmardutho.org/api/word/9087.json'}, {'id': 9088, 'uri': 'https://sedra.bethmardutho.org/api/word/9088.json'}, {'id': 9089, 'uri': 'https://sedra.bethmardutho.org/api/word/9089.json'}, {'id': 9092, 'uri': 'https://sedra.bethmardutho.org/api/word/9092.json'}, {'id': 9093, 'uri': 'https://sedra.bethmardutho.org/api/word/9093.json'}, {'id': 9095, 'uri': 'https://sedra.bethmardutho.org/api/word/9095.json'}, {'id': 9101, 'uri': 'https://sedra.bethmardutho.org/api/word/9101.json'}, {'id': 9102, 'uri': 'https://sedra.bethmardutho.org/api/word/9102.json'}, {'id': 9096, 'uri': 'https://sedra.bethmardutho.org/api/word/9096.json'}, {'id': 9097, 'uri': 'https://sedra.bethmardutho.org/api/word/9097.json'}]",noun,pʿal,Greek,doctrina
1270,"{'id': 1414, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/1414.json'}",ܝܩܕܢܐ,"{'Arabic': ['نار, حريق', 'حرارة'], 'French': ['feu, incendie', 'chaleur'], 'English': ['burning', 'conflagration', 'heat, inflammation.', 'conflagration, fire, burning', 'fuel']}",{'Greek': ['καῦμα']},"{'id': 842, 'uri': 'https://sedra.bethmardutho.org/api/root/842.json'}","[{'id': 9372, 'uri': 'https://sedra.bethmardutho.org/api/word/9372.json'}, {'id': 9373, 'uri': 'https://sedra.bethmardutho.org/api/word/9373.json'}, {'id': 23684, 'uri': 'https://sedra.bethmardutho.org/api/word/23684.json'}]",noun,pʿal,Greek,καῦμα
1271,"{'id': 1415, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/1415.json'}",ܝܘܟܢܬܘܣ,{'English': ['jacinth']},{'Greek': ['ὑάκινθος']},"{'id': 843, 'uri': 'https://sedra.bethmardutho.org/api/root/843.json'}","[{'id': 9374, 'uri': 'https://sedra.bethmardutho.org/api/word/9374.json'}]",noun,,Greek,ὑάκινθος
1344,"{'id': 1497, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/1497.json'}",ܟܘܪܐ,"{'English': ['region', 'district', 'country, district, land.']}",{'Greek': ['χώρα']},"{'id': 884, 'uri': 'https://sedra.bethmardutho.org/api/root/884.json'}","[{'id': 42229, 'uri': 'https://sedra.bethmardutho.org/api/word/42229.json'}, {'id': 9855, 'uri': 'https://sedra.bethmardutho.org/api/word/9855.json'}, {'id': 9856, 'uri': 'https://sedra.bethmardutho.org/api/word/9856.json'}]",noun,,Greek,χώρα
1360,"{'id': 1514, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/1514.json'}",ܟܝܡܘܢܐ,"{'English': ['storm, stormy weather.', 'storm', 'tempest'], 'Arabic': ['عاصفة'], 'French': ['tempête']}",{'Greek': ['χειμών']},"{'id': 895, 'uri': 'https://sedra.bethmardutho.org/api/root/895.json'}","[{'id': 9909, 'uri': 'https://sedra.bethmardutho.org/api/word/9909.json'}]",noun,,Greek,χειμών
